"sku","_store","_attribute_set","_type","_category","_product_websites","name","description","short_description","weight","news_from_date","news_to_date","status","url_key","visibility","gift_message_available","price","special_price","special_from_date","special_to_date","cost","tax_class_id","enable_googlecheckout","meta_title","meta_keyword","meta_description","allow_open_amount","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","allow_message","use_config_allow_message","email_template","use_config_email_template","activation_information","color","computer_manufacturers","contrast_ratio","country_orgin","cpu_speed","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","designeditor_theme_id","dimension","finish","gallery","gender","harddrive_speed","hardrive","has_options","image","image_label","in_depth","is_imported","manufacturer","max_resolution","megapixels","memory","minimal_price","model","open_amount_min","options_container","page_layout","processor","ram_size","required_options","response_time","room","screensize","shape","shirt_size","shoe_size","shoe_type","small_image","small_image_label","thumbnail","thumbnail_label","updated_at","url_path","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","use_config_qty_increments","qty_increments","use_config_enable_qty_increments","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort"
"1099","","pulseras","simple","Pulseras","base","Nudo Pequeño.  Ref.1099","Tira y cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","Tira y cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","1.0000","","","1","nudopequenio","4","2","22.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:34:32","","","","","0","","","","","","","0","/n/u/nudo_peque_o_ref.1099_1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/n/u/nudo_peque_o_ref.1099_1.jpg","","/n/u/nudo_peque_o_ref.1099_1.jpg","","2011-05-17 12:07:16","nudopequenio.html","/n/u/nudo_gande_ref.1098nudo_peque_o_ref.1099_2.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/n/u/nudo_peque_o_ref.1099_2.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/a/p/aparejos_web_blanco_125_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1059","","pulseras","simple","Pulseras","base","Ojo de Buey.  Ref.1059","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","1.0000","","","1","ojodebuey","4","2","22.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:35:57","","","","","0","","","","","","","0","/o/j/ojo_de_buey_ref.1059.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/o/j/ojo_de_buey_ref.1059.jpg","","/o/j/ojo_de_buey_ref.1059.jpg","","2011-05-17 12:05:59","ojodebuey.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095","","pulseras","simple","Pulseras","base","Ovalo Regaliz.  Ref.1095","Cuero rígido con cierre en T y piezas de metal en Zamak bañado en plata.","Cuero rígido con cierre en T y piezas de metal en Zamak bañado en plata.","1.0000","","","1","ovaloregaliz","4","2","22.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:37:56","","","","","0","","","","","","","0","/o/v/ovalo_regaliz_ref.1095.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/o/v/ovalo_regaliz_ref.1095.jpg","","/o/v/ovalo_regaliz_ref.1095.jpg","","2011-05-17 12:05:41","ovaloregaliz.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1075","","pulseras","simple","Pulseras","base","Potro Beig Cuero.  Ref.1075","Tiras de Cuero y cierre imán plano en Zamak bañado en plata.","Tiras de Cuero y cierre imán plano en Zamak bañado en plata.","1.0000","","","1","potrobeigcuero","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:39:57","","","","","0","","","","","","","0","/p/o/potro_beige_con_cuero_ref.1075.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/o/potro_beige_con_cuero_ref.1075.jpg","","/p/o/potro_beige_con_cuero_ref.1075.jpg","","2011-05-09 10:31:17","potrobeigcuero.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1071","","pulseras","simple","Pulseras","base","Potro Negro Cebra.  Ref.1071","Tiras de Cuero y cierre imán plano en Zamak bañado en plata.","Tiras de Cuero y cierre imán plano en Zamak bañado en plata.","1.0000","","","1","potronegrocebra","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:42:34","","","","","0","","","","","","","0","/p/o/potro_negro_con_cebra_ref.1071.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/o/potro_negro_con_cebra_ref.1071.jpg","","/p/o/potro_negro_con_cebra_ref.1071.jpg","","2011-05-17 12:04:40","potronegrocebra.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074","","pulseras","simple","Pulseras","base","Potro.  Ref.1074","Tiras de Cuero con cierre imán plano en Zamak bañado en plata.","Tiras de Cuero con cierre imán plano en Zamak bañado en plata.","1.0000","","","1","potro","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:51:52","","","","","0","","","","","","","0","/p/o/potro_ref.1074....jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/o/potro_ref.1074....jpg","","/p/o/potro_ref.1074....jpg","","2011-05-10 10:55:23","potro.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074-2","","pulseras","simple","Pulseras","base","Potro.  Ref.1074-2","Tiras de Cuero con cierre de metal en Zamak bañado en plata. ","Tiras de Cuero con cierre de metal en Zamak bañado en plata.","1.0000","","","1","potro","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:54:08","","","","","0","","","","","","","0","/p/o/potro_ref.1074.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/o/potro_ref.1074.jpg","","/p/o/potro_ref.1074.jpg","","2011-05-10 10:55:12","potro-230.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074-3","","pulseras","simple","Pulseras","base","Potro.  Ref.1074-3","Tiras de Cuero con cierre imán plano en Zamak bañado en plata.","Tiras de Cuero con cierre imán plano en Zamak bañado en plata.","1.0000","","","1","potro","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 11:55:38","","","","","0","","","","","","","0","/p/o/potro_ref.1074-1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/o/potro_ref.1074-1.jpg","","/p/o/potro_ref.1074-1.jpg","","2011-05-10 10:54:58","potro-231.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","","pulseras","simple","Pulseras","base","Tubo Pequeño Nudo.  Ref.1090 ","Cordón de Cuero con cierre botón y piezas de metal en Zamak bañado en plata.","Cordón de Cuero con cierre botón y piezas de metal en Zamak bañado en plata.","1.0000","","","1","tubopequenionudo","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 12:13:14","","","","","0","","","","","","","0","/p/u/pulsera_ref.1090.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/u/pulsera_ref.1090.jpg","","/p/u/pulsera_ref.1090.jpg","","2011-05-17 12:04:08","tubopequenionudo.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1091","","pulseras","simple","Pulseras","base","De lunares.  Ref.1091","Cordón de Cuero con cierre y piezas de metal en Zamak bañado en plata.","Cordón de Cuero con cierre y piezas de metal en Zamak bañado en plata.","1.0000","","","1","delunares","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 12:19:54","","","","","0","","","","","","","0","/p/u/pulsera_ref.1091_1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/u/pulsera_ref.1091_1.jpg","","/p/u/pulsera_ref.1091_1.jpg","","2011-05-16 21:24:51","delunares-236.html","/a/p/aparejos_web_blanco_089_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1008","","pulseras","simple","Pulseras","base","Punta Paloma.  Ref.1008","Cordones de Cuero con cierre plano de imán y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre plano de imán y piezas de metal en Zamak bañado en plata.","1.0000","","","1","puntapaloma","4","2","25.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 12:21:19","","","","","0","","","","","","","0","/p/u/punta_paloma_cref.1008.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/p/u/punta_paloma_cref.1008.jpg","","/p/u/punta_paloma_cref.1008.jpg","","2011-05-17 11:56:07","puntapaloma.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095-2","","pulseras","simple","Pulseras","base","Rectángulo Doble Anilla.  Ref.1095-2","Tira de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","Tira de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","1.0000","","","1","rectangulodobleanilla","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 12:23:54","","","","","0","","","","","","","0","/r/e/rectangulo_doble_anillas_ref.1095.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/r/e/rectangulo_doble_anillas_ref.1095.jpg","","/r/e/rectangulo_doble_anillas_ref.1095.jpg","","2011-05-17 11:54:37","rectangulodobleanilla.html","/a/p/aparejos_web_blanco_052_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1065","","pulseras","simple","Pulseras","base","Bolas Locas.  Ref.1065","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","1.0000","","","1","bolaslocas","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-14 12:29:05","","","","","0","","","","","","","0","/r/e/ref.1065.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/r/e/ref.1065.jpg","","/r/e/ref.1065.jpg","","2011-05-17 11:54:01","bolaslocas.html","/a/p/aparejos_web_blanco_020_2__1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/a/p/aparejos_web_blanco_023_2_.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
