"sku","_store","_attribute_set","_type","_category","_product_websites","name","description","short_description","weight","news_from_date","news_to_date","status","url_key","visibility","gift_message_available","price","special_price","special_from_date","special_to_date","cost","tax_class_id","enable_googlecheckout","meta_title","meta_keyword","meta_description","allow_open_amount","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","allow_message","use_config_allow_message","email_template","use_config_email_template","activation_information","color","computer_manufacturers","contrast_ratio","country_orgin","cpu_speed","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","designeditor_theme_id","dimension","finish","gallery","gender","harddrive_speed","hardrive","has_options","image","image_label","in_depth","is_imported","manufacturer","max_resolution","megapixels","memory","minimal_price","model","open_amount_min","options_container","page_layout","processor","ram_size","required_options","response_time","room","screensize","shape","shirt_size","shoe_size","shoe_type","small_image","small_image_label","thumbnail","thumbnail_label","updated_at","url_path","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","use_config_qty_increments","qty_increments","use_config_enable_qty_increments","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort"
"1014","","pulseras","simple","Pulseras","base","Cadiz.  Ref.1014","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","1.0000","","","1","cadiz","4","2","22.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:25:23","","","","","0","","","","","","","0","/m/o/mod.c_diz_ref.1014_1_1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/m/o/mod.c_diz_ref.1014_1_1.jpg","","/m/o/mod.c_diz_ref.1014_1_1.jpg","","2011-05-17 16:07:20","cadiz.html","/a/p/aparejos_web_blanco_119_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1025","","pulseras","simple","Pulseras","base","Cala Chica.  Ref.1025","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre visagra y piezas de metal en Zamak bañado en plata.","1.0000","","","1","calachica","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:27:45","","","","","0","","","","","","","0","/c/a/cala_chicaref.1025.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/c/a/cala_chicaref.1025.jpg","","/c/a/cala_chicaref.1025.jpg","","2011-05-10 11:33:35","calachica.html","/a/p/aparejos_web_blanco_023_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1018","","pulseras","simple","Pulseras","base","Cortadura.  Ref.1018","Cordones de Cuero con cierre de visagra y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre de visagra y piezas de metal en Zamak bañado en plata.","1.0000","","","1","cortadura","4","2","22.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:29:38","","","","","0","","","","","","","0","/c/o/cortaduraref.1018.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/c/o/cortaduraref.1018.jpg","","/c/o/cortaduraref.1018.jpg","","2011-05-17 16:00:33","cortadura.html","/a/p/aparejos_web_blanco_181.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1045","","pulseras","simple","Pulseras","base","Duna.  Ref.1045","Cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","1.0000","","","2","duna","4","2","26.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:31:17","","","","","0","","","","","","","0","/d/u/duna_ref.1045_1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/d/u/duna_ref.1045_1.jpg","","/d/u/duna_ref.1045_1.jpg","","2011-05-17 15:59:35","duna.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","","pulseras","simple","Pulseras","base","El Muelle.  Ref.1080","Cordones de Cuero con cierre imán plano y pieza de metal en Zamak bañado en plata.","Cordones de Cuero con cierre imán plano y pieza de metal en Zamak bañado en plata.","1.0000","","","1","elmuelle","4","2","20.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:32:33","","","","","0","","","","","","","0","/e/l/el_muelle_ref.1080_1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/e/l/el_muelle_ref.1080_1.jpg","","/e/l/el_muelle_ref.1080_1.jpg","","2011-05-17 15:59:21","elmuelle.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1039","","pulseras","simple","Pulseras","base","El Palmar.  Ref.1039","Base rígida de Cuero con cierre garfio y piezas de metal en Zamak bañado en plata.","Base rígida de Cuero con cierre garfio y piezas de metal en Zamak bañado en plata.","1.0000","","","1","elpalmar","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:34:06","","","","","0","","","","","","","0","/m/o/mod._el_palmar_24e_ref.1039.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/m/o/mod._el_palmar_24e_ref.1039.jpg","","/m/o/mod._el_palmar_24e_ref.1039.jpg","","2011-05-17 15:58:56","elpalmar.html","/c/i/cierre_garfio_7.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/a/p/aparejos_web_blanco_087.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1052","","pulseras","simple","Pulseras","base","El Puerto 14.  Ref.1052","Cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre imán plano y piezas de metal en Zamak bañado en plata.","1.0000","","","1","elpuerto14","4","2","38.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:36:13","","","","","0","","","","","","","0","/e/l/el_puerto_14_piezas_ref.1052.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/e/l/el_puerto_14_piezas_ref.1052.jpg","","/e/l/el_puerto_14_piezas_ref.1052.jpg","","2011-05-10 11:40:15","elpuerto14.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1033","","pulseras","simple","Pulseras","base","El Puerto Conil.  Ref.1033","Cordones de Cuero con cierre botón y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre botón y piezas de metal en Zamak bañado en plata.","1.0000","","","1","elpuertoconil","4","2","32.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:38:36","","","","","0","","","","","","","0","/e/l/el_puerto_conil_ref_1033.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/e/l/el_puerto_conil_ref_1033.jpg","","/e/l/el_puerto_conil_ref_1033.jpg","","2011-05-17 16:41:38","elpuertoconil.html","/a/p/aparejos_web_blanco_196.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/a/p/aparejos_web_blanco_190_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1053","","pulseras","simple","Pulseras","base","El Puerto.  Ref.1053","Cordones de Cuero con cierre espiral y piezas de metal en Zamak bañado en plata.","Cordones de Cuero con cierre espiral y piezas de metal en Zamak bañado en plata.","1.0000","","","1","elpuerto","4","2","24.0000","","","","","2","0","","","","","","","","","","","","","","","","","","","","","2011-03-13 18:40:02","","","","","0","","","","","","","0","/e/l/el_puerto_ref.1053._1.jpg","","","No","","","","","","","","Block after Info Column","","","","0","","","","","","","","/e/l/el_puerto_ref.1053._1.jpg","","/e/l/el_puerto_ref.1053._1.jpg","","2011-05-09 09:43:02","elpuerto.html","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
